receptor,taxa,gene,orientation,chromosome,start,end
gpr34-like,Xenopus_tropicalis,GPR34-LIKE,+,8,64915754,64925434
gpr34-like,Xenopus_tropicalis,TMLHE,-,8,64932699,64953956
gpr34-like,Xenopus_tropicalis,IGHA2,+,8,64954008,64994887
gpr34-like,Xenopus_tropicalis,SPRY3,+,8,65036598,65044934
gpr34-like,Xenopus_tropicalis,POU4F4,+,8,65187631,65190317
gpr34-like,Xenopus_tropicalis,EDNRB2,+,8,65346865,65365368
gpr34-like,Onychostoma_macrolepis,CMC4,-,21,3435243,3437175
gpr34-like,Onychostoma_macrolepis,BRCC3,+,21,3437479,3441384
gpr34-like,Onychostoma_macrolepis,GABRA3,-,21,3554650,3767462
gpr34-like,Onychostoma_macrolepis,GABRB4,+,21,3888132,3941617
gpr34-like,Onychostoma_macrolepis,PGBD2,+,21,4008225,4009526
gpr34-like,Onychostoma_macrolepis,GPR34-LIKE,-,21,4063647,4066615
gpr34-like,Onychostoma_macrolepis,MPP1,+,21,4080008,4094726
gpr34-like,Onychostoma_macrolepis,NDFIP1L,+,21,4099358,4110135
gpr34-like,Onychostoma_macrolepis,SPRY4,-,21,4157088,4162327
gpr34-like,Onychostoma_macrolepis,FGF1B,-,21,4191201,4193399
gpr34-like,Onychostoma_macrolepis,ARHGAP26,+,21,4202809,4304052
gpr34-like,Lepisosteus_oculatus,MAOB,+,8,35633879,35662895
gpr34-like,Lepisosteus_oculatus,GABRA3,-,8,35759263,35911161
gpr34-like,Lepisosteus_oculatus,GABRB4,+,8,36003204,36112811
gpr34-like,Lepisosteus_oculatus,VSIG1,+,8,36129244,36149328
gpr34-like,Lepisosteus_oculatus,SYTL2,+,8,36151361,36170394
gpr34-like,Lepisosteus_oculatus,GPR34-LIKE,-,8,36170454,36173062
gpr34-like,Lepisosteus_oculatus,MPP1,+,8,36190558,36219033
gpr34-like,Lepisosteus_oculatus,DKC1,-,8,36219970,36229864
gpr34-like,Lepisosteus_oculatus,TMLHE,-,8,36234114,36247868
gpr34-like,Lepisosteus_oculatus,TAF9,+,8,36254093,36261963
gpr34-like,Lepisosteus_oculatus,HTR2A,+,8,36604658,36765928
gpr34-like,Electrophorus_electricus,CMC4,-,6,17582815,17584154
gpr34-like,Electrophorus_electricus,BRCC3,+,6,17584369,17587646
gpr34-like,Electrophorus_electricus,GABRA3,-,6,17640343,17721042
gpr34-like,Electrophorus_electricus,GABRB4,+,6,17781428,17827848
gpr34-like,Electrophorus_electricus,VSIG1,+,6,17837983,17842276
gpr34-like,Electrophorus_electricus,GPR34-LIKE,-,6,17846361,17848479
gpr34-like,Electrophorus_electricus,MPP1,+,6,17857867,17873866
gpr34-like,Electrophorus_electricus,DKC1,-,6,17874046,17881188
gpr34-like,Electrophorus_electricus,PCYT1BB,+,6,17884025,17887841
gpr34-like,Electrophorus_electricus,PDK3B,-,6,17887292,17896520
gpr34-like,Electrophorus_electricus,OSTA,-,6,17900342,17904275
gpr34-like,Carcharodon_carcharias,SPRY2,+,9,102396833,102424490
gpr34-like,Carcharodon_carcharias,RRAGA,-,9,102945262,102964178
gpr34-like,Carcharodon_carcharias,TMLHE,+,9,102969232,102987260
gpr34-like,Carcharodon_carcharias,DKC1,+,9,102995548,103012348
gpr34-like,Carcharodon_carcharias,MPP1,-,9,103028976,103097012
gpr34-like,Carcharodon_carcharias,GPR34-LIKE,+,9,103222368,103237767
gpr34-like,Carcharodon_carcharias,MAO,-,9,103260499,103336395
gpr34-like,Carcharodon_carcharias,BRCC3,-,9,103338308,103365590
gpr34-like,Carcharodon_carcharias,CMC4,+,9,103365470,103374167
gpr34-like,Carcharodon_carcharias,FUNDC2,-,9,103377828,103396554
gpr34-like,Carcharodon_carcharias,F8,+,9,103490412,103586421
gpr87,Homo_sapiens,MINDY4B,-,3,150870375,150905438
gpr87,Homo_sapiens,CLRN1,-,3,150926162,150972998
gpr87,Homo_sapiens,MED12L,+,3,151085663,151436652
gpr87,Homo_sapiens,GPR171,-,3,151197753,151203215
gpr87,Homo_sapiens,P2RY14,-,3,151212116,151278541
gpr87,Homo_sapiens,GPR87,-,3,151294085,151316819
gpr87,Homo_sapiens,P2RY13,-,3,151326311,151329548
gpr87,Homo_sapiens,P2RY12,-,3,151336842,151384752
gpr87,Homo_sapiens,IGSF10,-,3,151432431,151619924
gpr87,Homo_sapiens,AADACL2,+,3,151733926,151761338
gpr87,Homo_sapiens,AADAC,+,3,151814115,151828487
gpr87,Ornithorhynchus_anatinus,SIAH2,-,1,109047855,109075664
gpr87,Ornithorhynchus_anatinus,CLRN1,-,1,109200446,109222106
gpr87,Ornithorhynchus_anatinus,MED12L,+,1,109316130,109837608
gpr87,Ornithorhynchus_anatinus,GPR171,-,1,109450741,109456631
gpr87,Ornithorhynchus_anatinus,P2RY14,-,1,109472332,109546766
gpr87,Ornithorhynchus_anatinus,GPR87,-,1,109584336,109625166
gpr87,Ornithorhynchus_anatinus,P2RY13,-,1,109649350,109651158
gpr87,Ornithorhynchus_anatinus,P2RY12,-,1,109664926,109765981
gpr87,Ornithorhynchus_anatinus,IGSF10,-,1,109837308,109867312
gpr87,Ornithorhynchus_anatinus,AADAC,-,1,110068405,110110682
gpr87,Ornithorhynchus_anatinus,SUCNR1,+,1,110169025,110180682
gpr87,Gallus_gallus,AADAC,-,9,23149762,23159319
gpr87,Gallus_gallus,IGSF10,+,9,23187428,23199749
gpr87,Gallus_gallus,MED12L,-,9,23201385,23314495
gpr87,Gallus_gallus,P2RY12,+,9,23233523,23239709
gpr87,Gallus_gallus,P2RY13,+,9,23238000,23239709
gpr87,Gallus_gallus,GPR87,+,9,23244990,23254498
gpr87,Gallus_gallus,P2RY14,+,9,23264217,23271373
gpr87,Gallus_gallus,GPR171,+,9,23273571,23276584
gpr87,Gallus_gallus,CLRN1,+,9,23303612,23313168
gpr87,Gallus_gallus,MINDY4B,+,9,23312038,23319084
gpr87,Gallus_gallus,SIAH2,+,9,23322733,23327573
gpr87,Chelonia_mydas,AADAC,-,9,26576878,26612791
gpr87,Chelonia_mydas,IGSF10,+,9,26767715,26792037
gpr87,Chelonia_mydas,MED12L,-,9,26792171,27123127
gpr87,Chelonia_mydas,P2RY12,+,9,26878946,26900151
gpr87,Chelonia_mydas,P2RY13,+,9,26921184,26923429
gpr87,Chelonia_mydas,GPR87,+,9,26947222,26952402
gpr87,Chelonia_mydas,P2RY14,+,9,26984766,27002343
gpr87,Chelonia_mydas,GPR171,+,9,27009466,27013390
gpr87,Chelonia_mydas,CLRN1,+,9,27149940,27165054
gpr87,Chelonia_mydas,MINDY4B,+,9,27177435,27203038
gpr87,Chelonia_mydas,SIAH2,+,9,27224232,27245014
gpr87,Lacerta_agilis,MINDY4B,-,5,72984442,73003581
gpr87,Lacerta_agilis,CLRN1,-,5,73018824,73026987
gpr87,Lacerta_agilis,MED12L,+,5,73037432,73214693
gpr87,Lacerta_agilis,GPR171,-,5,73084019,73085075
gpr87,Lacerta_agilis,P2RY14,-,5,73095769,73096884
gpr87,Lacerta_agilis,GPR87,-,5,73105911,73124126
gpr87,Lacerta_agilis,P2RY13,-,5,73129059,73131660
gpr87,Lacerta_agilis,P2RY12,-,5,73137491,73158746
gpr87,Lacerta_agilis,IGSF10,-,5,73219640,73238277
gpr87,Lacerta_agilis,AADAC,+,5,73308435,73328562
gpr87,Lacerta_agilis,SUCNR1,+,5,73369661,73374024
gpr87,Xenopus_tropicalis,XB5844514,+,5,117791333,117797203
gpr87,Xenopus_tropicalis,AADAC,-,5,117801560,117812121
gpr87,Xenopus_tropicalis,IGSF10,+,5,117915734,117943873
gpr87,Xenopus_tropicalis,P2RY12,+,5,117991906,118019183
gpr87,Xenopus_tropicalis,P2RY13,+,5,118034053,118040963
gpr87,Xenopus_tropicalis,GPR87,+,5,118042438,118054949
gpr87,Xenopus_tropicalis,P2RY14,+,5,118070274,118079452
gpr87,Xenopus_tropicalis,GPR171,+,5,118196315,118201288
gpr87,Xenopus_tropicalis,CLRN1,+,5,118238866,118250994
gpr87,Xenopus_tropicalis,MINDY4B,+,5,118260251,118282083
gpr87,Xenopus_tropicalis,SIAH2,+,5,118284204,118292622
gpr87,Latimeria_chalumnae,BLANK,-,8,1,2
gpr87,Latimeria_chalumnae,BLANK,-,8,3,4
gpr87,Latimeria_chalumnae,CLRN1,-,8,34647,73854
gpr87,Latimeria_chalumnae,MED12L,+,8,85534,372218
gpr87,Latimeria_chalumnae,GPR171,-,8,178783,179712
gpr87,Latimeria_chalumnae,GPR87,-,8,179717,222147
gpr87,Latimeria_chalumnae,P2RY13,-,8,224915,226026
gpr87,Latimeria_chalumnae,P2RY12,-,8,265584,275004
gpr87,Latimeria_chalumnae,IGSF10,-,8,412455,443282
gpr87,Latimeria_chalumnae,AADAC,+,8,552084,664750
gpr87,Latimeria_chalumnae,SUCNR1,-,8,668913,681686
gpr87,Anguilla_anguilla,EIF4G1,-,12,17958894,18002388
gpr87,Anguilla_anguilla,PSMD2,-,12,18003146,18013928
gpr87,Anguilla_anguilla,SRPRB,+,12,18014715,18018565
gpr87,Anguilla_anguilla,WDR53,-,12,18022417,18026534
gpr87,Anguilla_anguilla,NEU4,+,12,18028950,18031158
gpr87,Anguilla_anguilla,GPR87,-,12,18034066,18037870
gpr87,Anguilla_anguilla,P2RY13,-,12,18039722,18044231
gpr87,Anguilla_anguilla,P2RY12,-,12,18049416,18052744
gpr87,Anguilla_anguilla,IGSF10,-,12,18071938,18087432
gpr87,Anguilla_anguilla,AADAC,+,12,18115747,18124718
gpr87,Anguilla_anguilla,MBNL1,+,12,18164639,18234568
gpr87,Callorhinchus_milii,ERICH6,-,-,5127690,5140883
gpr87,Callorhinchus_milii,MINDY4B,-,-,5143211,5156830
gpr87,Callorhinchus_milii,CLRN1,-,-,5162164,5164098
gpr87,Callorhinchus_milii,MED12L,+,-,5177347,5337662
gpr87,Callorhinchus_milii,GPR171,-,-,5231308,5236847
gpr87,Callorhinchus_milii,GPR87,-,-,5258705,5260106
gpr87,Callorhinchus_milii,P2RY13,-,-,5268845,5274249
gpr87,Callorhinchus_milii,P2RY12,-,-,5279283,5288113
gpr87,Callorhinchus_milii,IGSF10,-,-,5340774,5351460
gpr87,Callorhinchus_milii,IGSF10,-,-,5351263,5357757
gpr87,Callorhinchus_milii,AADAC,+,-,5409999,5439748
gpr82,Homo_sapiens,USP9X,+,X,41085444,41236578
gpr82,Homo_sapiens,DDX3X,+,X,41333307,41364471
gpr82,Homo_sapiens,NYX,+,X,41447342,41475651
gpr82,Homo_sapiens,CASK,-,X,41514933,41923553
gpr82,Homo_sapiens,GPR34,+,X,41688972,41697274
gpr82,Homo_sapiens,GPR82,+,X,41724180,41730129
gpr82,Homo_sapiens,PPP1R2C,-,X,42777365,42778162
gpr82,Homo_sapiens,MAOA,+,X,43655005,43746816
gpr82,Homo_sapiens,MAOB,-,X,43766609,43882449
gpr82,Homo_sapiens,NDP,-,X,43948775,43973389
gpr82,Homo_sapiens,EFHC2,-,X,44147871,44343671
gpr82,Ornithorhynchus_anatinus,EFHC2,+,18,9128414,9189245
gpr82,Ornithorhynchus_anatinus,NDP,+,18,9265749,9286585
gpr82,Ornithorhynchus_anatinus,MAOB,+,18,9303653,9349279
gpr82,Ornithorhynchus_anatinus,MAOA,-,18,9357592,9476733
gpr82,Ornithorhynchus_anatinus,CASK,+,18,9795759,10116889
gpr82,Ornithorhynchus_anatinus,GPR82,-,18,9955417,9958143
gpr82,Ornithorhynchus_anatinus,GPR34,-,18,9973042,9994702
gpr82,Ornithorhynchus_anatinus,MYOSIN HEAD,-,18,10103998,10153099
gpr82,Ornithorhynchus_anatinus,NYX,-,18,10122160,10124602
gpr82,Ornithorhynchus_anatinus,DDX3X,-,18,10159373,10177439
gpr82,Ornithorhynchus_anatinus,USP9X,-,18,10219595,10348584
gpr82,Gallus_gallus,MROH2B,+,1,111446586,111456060
gpr82,Gallus_gallus,MROH5,+,1,111465736,111476692
gpr82,Gallus_gallus,MROH2A,+,1,111481041,111483260
gpr82,Gallus_gallus,HEATR7B1,+,1,111486034,111491005
gpr82,Gallus_gallus,CASK,+,1,111886732,112082127
gpr82,Gallus_gallus,GPR82,-,1,111979662,111982515
gpr82,Gallus_gallus,GPR34,-,1,111992464,111996462
gpr82,Gallus_gallus,NYX,-,1,112094296,112122492
gpr82,Gallus_gallus,DDX3X,-,1,112120025,112137465
gpr82,Gallus_gallus,RPL8,+,1,112163897,112167579
gpr82,Gallus_gallus,USP9,-,1,112176882,112275310
gpr82,Chelonia_mydas,RPL8,-,1,150794511,150801342
gpr82,Chelonia_mydas,DDX3X,+,1,150854665,150896569
gpr82,Chelonia_mydas,NYX,+,1,150947821,150953859
gpr82,Chelonia_mydas,CASK,-,1,150968478,151389335
gpr82,Chelonia_mydas,GPR34,+,1,151130927,151138333
gpr82,Chelonia_mydas,GPR82,+,1,151163257,151169164
gpr82,Chelonia_mydas,MAOA,+,1,151985838,152028130
gpr82,Chelonia_mydas,MAOB,-,1,152041004,152119651
gpr82,Chelonia_mydas,NDP,-,1,152154726,152182125
gpr82,Chelonia_mydas,EFHC2,-,1,152253701,152343551
gpr82,Chelonia_mydas,FUNDC1,-,1,152386470,152400862
gpr82,Crocodylus_porosus,EFHC2,+,-,45799966,45889801
gpr82,Crocodylus_porosus,NDP,+,-,45971642,45995384
gpr82,Crocodylus_porosus,MAOB,+,-,46040762,46131905
gpr82,Crocodylus_porosus,MAOA,-,-,46157137,46214544
gpr82,Crocodylus_porosus,CASK,+,-,46934026,47321093
gpr82,Crocodylus_porosus,GPR82,-,-,47135615,47139842
gpr82,Crocodylus_porosus,GPR34,-,-,47148574,47155160
gpr82,Crocodylus_porosus,NYX,-,-,47345989,47347726
gpr82,Crocodylus_porosus,DDX3X,-,-,47399390,47424284
gpr82,Crocodylus_porosus,RPL8,+,-,47476598,47481496
gpr82,Crocodylus_porosus,USP9X,-,-,47495706,47658474
gpr82,Xenopus_tropicalis,NDP,+,2,55990258,56032366
gpr82,Xenopus_tropicalis,MAOB,+,2,56060572,56101548
gpr82,Xenopus_tropicalis,MAOA,-,2,56131829,56156288
gpr82,Xenopus_tropicalis,MAOA,-,2,56166764,56222352
gpr82,Xenopus_tropicalis,CASK,+,2,56483542,56655620
gpr82,Xenopus_tropicalis,GPR82,-,2,56549876,56554721
gpr82,Xenopus_tropicalis,GPR34,-,2,56562136,56568396
gpr82,Xenopus_tropicalis,NYX,-,2,56665681,56671121
gpr82,Xenopus_tropicalis,DDX3X,-,2,56682593,56700560
gpr82,Xenopus_tropicalis,RPL8,+,2,56726358,56733021
gpr82,Xenopus_tropicalis,USP9X,-,2,56745562,56861079
gpr82,Protopterus_annectens,USP9X,+,5.part0,359851132,364888824
gpr82,Protopterus_annectens,DDX3X,-,5.part0,366601056,368465864
gpr82,Protopterus_annectens,NYX,+,5.part0,368669550,368732884
gpr82,Protopterus_annectens,CASK,-,5.part0,368866747,372998934
gpr82,Protopterus_annectens,GPR34,+,5.part0,370650337,370730897
gpr82,Protopterus_annectens,GPR82,+,5.part0,370777955,370899911
gpr82,Protopterus_annectens,GPR82,+,5.part0,371114873,371173599
gpr82,Protopterus_annectens,STOML3,-,5.part0,374472431,374749508
gpr82,Protopterus_annectens,ARL6,+,5.part0,374943637,375504478
gpr82,Protopterus_annectens,MYOSIN HEAD,+,5.part0,375888083,377129169
gpr82,Protopterus_annectens,RIOX2,-,5.part0,377129246,377585668
gpr82,Protopterus_annectens,TIPRL,-,5.part0,377753239,378197082
gpr82,Oreochromis_niloticus,NUP35,+,LG16,30652679,30673428
gpr82,Oreochromis_niloticus,DDX3XA,+,LG16,30665563,30682022
gpr82,Oreochromis_niloticus,NYX,+,LG16,30683165,30695626
gpr82,Oreochromis_niloticus,CASKA,-,LG16,30700141,30873300
gpr82,Oreochromis_niloticus,GPR34,+,LG16,30764292,30771384
gpr82,Oreochromis_niloticus,GPR82,+,LG16,30771559,30776187
gpr82,Oreochromis_niloticus,MYOSIN HEAD,+,LG16,30788353,30790192
gpr82,Oreochromis_niloticus,MAO,-,LG16,30936290,30978703
gpr82,Oreochromis_niloticus,MAO,-,LG16,30982505,31014681
gpr82,Oreochromis_niloticus,MAO,-,LG16,31022946,31062244
gpr82,Oreochromis_niloticus,NDP,-,LG16,31066810,31095739
gpr82,Callorhinchus_milii,USP9,+,-,51645484,51736766
gpr82,Callorhinchus_milii,DDX3XA,+,-,51750689,51773383
gpr82,Callorhinchus_milii,NYX,+,-,51779549,51784612
gpr82,Callorhinchus_milii,CASKA,-,-,51792634,52094297
gpr82,Callorhinchus_milii,GPR34,+,-,51856261,51902118
gpr82,Callorhinchus_milii,GPR82,+,-,51935701,51941592
gpr82,Callorhinchus_milii,MAO,-,-,52301356,52378698
gpr82,Callorhinchus_milii,NDP,-,-,52384223,52387166
gpr82,Callorhinchus_milii,GPR161B,+,-,52411940,52435530
gpr82,Callorhinchus_milii,DCAF6,-,-,52437935,52501117
gpr82,Callorhinchus_milii,MPC2B,+,-,52501244,52518393
gpr132,Homo_sapiens,CEP170B,+,14,104864512,104896746
gpr132,Homo_sapiens,PLD4,+,14,104924878,104937784
gpr132,Homo_sapiens,AHNAK2,-,14,104937252,104978373
gpr132,Homo_sapiens,CLBA1,+,14,104985787,105001273
gpr132,Homo_sapiens,CDCA4,-,14,105009572,105021082
gpr132,Homo_sapiens,GPR132,-,14,105049394,105065429
gpr132,Homo_sapiens,JAG2,-,14,105140994,105168775
gpr132,Homo_sapiens,NUDT14,-,14,105172938,105181311
gpr132,Homo_sapiens,BRF1,-,14,105209285,105315588
gpr132,Homo_sapiens,BTBD6,+,14,105248532,105251092
gpr132,Homo_sapiens,PACS2,+,14,105300773,105398146
gpr132,Ornithorhynchus_anatinus,SERINC5,-,1,27100091,27128807
gpr132,Ornithorhynchus_anatinus,KGD4,-,1,27169760,27180348
gpr132,Ornithorhynchus_anatinus,CENPH,-,1,27183707,27203811
gpr132,Ornithorhynchus_anatinus,CCNB1,-,1,27206733,27218233
gpr132,Ornithorhynchus_anatinus,SLC30A5,-,1,27222977,27256125
gpr132,Ornithorhynchus_anatinus,GPR132,+,1,27298814,27337738
gpr132,Ornithorhynchus_anatinus,MERTK,-,1,27347863,27439060
gpr132,Ornithorhynchus_anatinus,ANAPC1,+,1,27456303,27553664
gpr132,Ornithorhynchus_anatinus,BCL2L11,-,1,28148332,28197899
gpr132,Ornithorhynchus_anatinus,ACOXL,-,1,28205318,28435853
gpr132,Ornithorhynchus_anatinus,BUB1,+,1,28457948,28508369
gpr132,Taeniopygia_guttata,PLD4,+,5,56578759,56592848
gpr132,Taeniopygia_guttata,AHNAK2,-,5,56597539,56669639
gpr132,Taeniopygia_guttata,CLBA1,+,5,56719508,56730044
gpr132,Taeniopygia_guttata,SERTAD2,-,5,56734706,56749006
gpr132,Taeniopygia_guttata,CDCA4,-,5,56756158,56764140
gpr132,Taeniopygia_guttata,GPR132,-,5,56784564,56798311
gpr132,Taeniopygia_guttata,JAG2,-,5,56939123,57007571
gpr132,Taeniopygia_guttata,NUDT14,-,5,57053004,57112147
gpr132,Taeniopygia_guttata,ITPRIPL1,+,5,57260288,57262186
gpr132,Taeniopygia_guttata,BRF1,-,5,57549035,57719888
gpr132,Taeniopygia_guttata,BTBD6,+,5,57637541,57641021
gpr132,Chelonia_mydas,PLD4,+,6,115834614,115859183
gpr132,Chelonia_mydas,AHNAK2,-,6,115873692,115953926
gpr132,Chelonia_mydas,CLBA1,+,6,116072199,116088470
gpr132,Chelonia_mydas,SERTAD2,-,6,116099298,116124025
gpr132,Chelonia_mydas,CDCA4,-,6,116144626,116154207
gpr132,Chelonia_mydas,GPR132,-,6,116181118,116205537
gpr132,Chelonia_mydas,NDUFA12,-,6,116402452,116437570
gpr132,Chelonia_mydas,JAG2,-,6,116453658,116549251
gpr132,Chelonia_mydas,RPS15A,+,6,116532156,116532608
gpr132,Chelonia_mydas,NUDT14,-,6,116628054,116730519
gpr132,Chelonia_mydas,BRF1,-,6,117340101,117569472
gpr132,Xenopus_tropicalis,CEP170B,+,8,99798600,99857474
gpr132,Xenopus_tropicalis,AHNAK2,-,8,99863064,99918984
gpr132,Xenopus_tropicalis,CLBA1,+,8,99979248,99992499
gpr132,Xenopus_tropicalis,SERTAD2,-,8,99996464,100002930
gpr132,Xenopus_tropicalis,CDCA4,-,8,100004776,100013235
gpr132,Xenopus_tropicalis,GPR132,-,8,100026945,100050384
gpr132,Xenopus_tropicalis,JAG2,-,8,100223237,100276305
gpr132,Xenopus_tropicalis,BRF1,-,8,100688388,100854063
gpr132,Xenopus_tropicalis,BTBD6,+,8,100783196,100789614
gpr132,Xenopus_tropicalis,PPP1R36,-,8,100857942,100873076
gpr132,Xenopus_tropicalis,HSPA2,-,8,100875971,100880955
gpr132,Protopterus_annectens,ZBTB42,+,6.part0,670810401,670816201
gpr132,Protopterus_annectens,CEP170B,+,6.part0,671612344,672890213
gpr132,Protopterus_annectens,PLD4,+,6.part0,673050256,673470735
gpr132,Protopterus_annectens,MYOSIN HEAD,+,6.part0,674875733,675045204
gpr132,Protopterus_annectens,CDCA4,-,6.part0,675378788,675449972
gpr132,Protopterus_annectens,GPR132,-,6.part0,676337642,677259040
gpr132,Protopterus_annectens,VARIANT SURFACE ANTIGEN E-LIKE,-,6.part0,676825511,676826125
gpr132,Protopterus_annectens,JAG2,-,6.part0,681348997,681914747
gpr132,Protopterus_annectens,NUDT14,-,6.part0,683171016,683486729
gpr132,Protopterus_annectens,BRF1,-,6.part0,691023595,693063821
gpr132,Protopterus_annectens,BTBD6,+,6.part0,692143165,692149379
gpr132,Latimeria_chalumnae,DUF6475,-,11,8480388,8487640
gpr132,Latimeria_chalumnae,BRF1,+,11,8483766,8663415
gpr132,Latimeria_chalumnae,BTBD6B,-,11,8536767,8544822
gpr132,Latimeria_chalumnae,NUDT14,+,11,8959786,9045957
gpr132,Latimeria_chalumnae,JAG2B,+,11,9094750,9229568
gpr132,Latimeria_chalumnae,GPR132,+,11,9381675,9400225
gpr132,Latimeria_chalumnae,CDCA4,+,11,9446157,9461380
gpr132,Latimeria_chalumnae,MYOSIN HEAD,-,11,9471268,9527387
gpr132,Latimeria_chalumnae,AHNAK,+,11,9566573,9610465
gpr132,Latimeria_chalumnae,PLD3,-,11,9617591,9647062
gpr132,Latimeria_chalumnae,CEP170BB,-,11,9664404,9728933
gpr132,Danio_rerio,SLC24A4A,-,17,40651880,40756611
gpr132,Danio_rerio,CRIM1,-,17,40798223,41056401
gpr132,Danio_rerio,ATG22,+,17,41114382,41188458
gpr132,Danio_rerio,EPRS1,+,17,41570254,41612724
gpr132,Danio_rerio,AFTPH,+,17,41614636,41626600
gpr132,Danio_rerio,GPR132,-,17,41629866,41642018
gpr132,Danio_rerio,PIMR60,-,17,41640168,41649174
gpr132,Danio_rerio,PIM3,-,17,41650528,41652879
gpr132,Danio_rerio,PIM3,-,17,41654035,41660042
gpr132,Danio_rerio,PIM3,-,17,41664087,41667200
gpr132,Danio_rerio,PIM3,-,17,41671240,41674353
gpr132,Scyliorhinus_canicula,MYOSIN HEAD,+,2,4218887,4312795
gpr132,Scyliorhinus_canicula,BRF1B,+,2,4320264,4778832
gpr132,Scyliorhinus_canicula,BTBD6B,-,2,4512944,4516999
gpr132,Scyliorhinus_canicula,NUDT14,+,2,5032702,5130808
gpr132,Scyliorhinus_canicula,JAG2B,+,2,5252309,5464330
gpr132,Scyliorhinus_canicula,GPR132,+,2,5604887,5681558
gpr132,Scyliorhinus_canicula,GPR68,-,2,5794435,5824235
gpr132,Scyliorhinus_canicula,TCHHL1,+,2,5909832,6057090
gpr132,Scyliorhinus_canicula,DUF6583,+,2,6154717,6215828
gpr132,Scyliorhinus_canicula,BDKRB2,+,2,6321978,6327908
gpr132,Scyliorhinus_canicula,PDZD4,-,2,6357446,6610829
oxgr1,Homo_sapiens,CLDN10,+,13,95433754,95579758
oxgr1,Homo_sapiens,DZIP1,-,13,95578201,95644705
oxgr1,Homo_sapiens,DNAJC3,+,13,95677138,95794987
oxgr1,Homo_sapiens,UGGT2,-,13,95801579,96053400
oxgr1,Homo_sapiens,HS6ST3,+,13,96090106,96839561
oxgr1,Homo_sapiens,OXGR1,-,13,96985712,96994729
oxgr1,Homo_sapiens,MBNL2,+,13,97141833,97394119
oxgr1,Homo_sapiens,RAP2A,+,13,97434168,97469127
oxgr1,Homo_sapiens,IPO5,+,13,97953674,98024295
oxgr1,Homo_sapiens,FARP1,+,13,98142588,98455175
oxgr1,Homo_sapiens,RNF113B,-,13,98175784,98177268
oxgr1,Monodelphis_domestica,CLDN10,+,8,160360779,160501150
oxgr1,Monodelphis_domestica,DZIP1,-,8,160497429,160605515
oxgr1,Monodelphis_domestica,DNAJC3,+,8,160678454,160777948
oxgr1,Monodelphis_domestica,UGGT2,-,8,160784694,161030435
oxgr1,Monodelphis_domestica,HS6ST3,+,8,161146177,162007082
oxgr1,Monodelphis_domestica,OXGR1,-,8,162228557,162230384
oxgr1,Monodelphis_domestica,RAP2A,+,8,162382268,162434352
oxgr1,Monodelphis_domestica,AICDA,+,8,162989021,163006477
oxgr1,Monodelphis_domestica,IPO5,+,8,163120530,163190171
oxgr1,Monodelphis_domestica,FARP1,+,8,163282038,163620061
oxgr1,Monodelphis_domestica,STK24,-,8,163620962,163772620
oxgr1,Gallus_gallus,FARP1,-,1,144915696,145114018
oxgr1,Gallus_gallus,IPO5,-,1,145128583,145166206
oxgr1,Gallus_gallus,RAP2A,-,1,145289880,145322898
oxgr1,Gallus_gallus,MTIF2,-,1,145322951,145324802
oxgr1,Gallus_gallus,MBNL2,-,1,145340235,145447359
oxgr1,Gallus_gallus,OXGR1,+,1,145512167,145515605
oxgr1,Gallus_gallus,OXGR1,+,1,145531790,145536566
oxgr1,Gallus_gallus,HS6ST3,-,1,145567385,145849557
oxgr1,Gallus_gallus,UGGT2,+,1,145864431,145942826
oxgr1,Gallus_gallus,DNAJC3,-,1,145942207,145978017
oxgr1,Gallus_gallus,DZIP1,+,1,145991675,146024600
oxgr1,Gallus_gallus,CLDN10,-,1,146027757,146097957
oxgr1,Anolis_carolinensis,CLDN10,+,3,138546759,138621071
oxgr1,Anolis_carolinensis,DZIP1,-,3,138622827,138652186
oxgr1,Anolis_carolinensis,DNAJC3,+,3,138671306,138721033
oxgr1,Anolis_carolinensis,UGGT2,-,3,138724994,138830228
oxgr1,Anolis_carolinensis,HS6ST3,+,3,138850230,139107352
oxgr1,Anolis_carolinensis,OXGR1,-,3,139161753,139162825
oxgr1,Anolis_carolinensis,OXGR1,-,3,139186945,139188892
oxgr1,Anolis_carolinensis,MBNL2,+,3,139242474,139378436
oxgr1,Anolis_carolinensis,RAP2A,+,3,139404767,139429168
oxgr1,Anolis_carolinensis,SLAIN1,-,3,139510582,139561397
oxgr1,Anolis_carolinensis,SCEL,-,3,139573703,139667295
oxgr1,Anolis_carolinensis,MYCBP2,+,3,139796979,140004411
oxgr1,Crocodylus_porosus,STK24,+,-,106324568,106483980
oxgr1,Crocodylus_porosus,FARP1,-,-,106486457,106817259
oxgr1,Crocodylus_porosus,IPO5,-,-,106837755,106908472
oxgr1,Crocodylus_porosus,RAP2A,-,-,107226978,107263895
oxgr1,Crocodylus_porosus,MBNL2,-,-,107301651,107445906
oxgr1,Crocodylus_porosus,OXGR1,+,-,107605911,107606961
oxgr1,Crocodylus_porosus,OXGR1,+,-,107627150,107631501
oxgr1,Crocodylus_porosus,HS6ST3,-,-,107703937,107771584
oxgr1,Crocodylus_porosus,UGGT2,+,-,108303547,108531309
oxgr1,Crocodylus_porosus,DNAJC3,-,-,108542994,108591865
oxgr1,Crocodylus_porosus,DZIP1,+,-,108611220,108692569
